Session,Character,Success Rate (%)
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,15839e81,53.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b403b933,88.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,89fafe4b,109.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ee9712b6,100.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,242c0a68,109.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7c3ad1fb,28.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b04da670,55.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8f563448,49.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3f2013c7,85.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d31e93e0,93.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,92b135b1,32.837500000000006
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,cbf2e5e0,15.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,20796701,8.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,bf2e6744,14.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d90e4c7a,19.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ef8cb1b2,110.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3148f5ab,18.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f3ac1951,15.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ecc58947,32.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7f8cbfe6,12.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,99e97b72,12.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c5b3bc91,19.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5193bc09,105.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8d5ea30c,58.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e614d5f9,58.837500000000006
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c3c432c6,27.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,44617bd9,13.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,26b0eb85,25.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4345c100,17.337500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,29728ed7,15.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,61a606e3,28.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c52b507f,29.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2ee6dea5,18.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7c9fce8a,60.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b2a3099d,92.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,efd2b922,26.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f167c5c2,7.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d4a88419,40.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,80373e16,52.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,74467435,18.637500000000003
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,933a0a9f,13.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2c767c56,12.537500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,52bd23ec,120.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b17341d5,10.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4e1aec3f,28.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #80,8.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,99486089,33.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9e7007fc,8.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #83,19.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ac032f98,59.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4d175338,6.8374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,28f87b3d,6.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,01db9f8a,31.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9493858d,116.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,14fff9ab,7.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,87fc7855,38.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6c0cd943,9.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,02a99af3,104.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1b1f3ec4,12.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,0d630d83,104.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,78807894,19.337500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1d10d101,45.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,fe537713,103.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5a212aae,81.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,db647dac,30.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8815230a,63.837500000000006
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,0df19594,123.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,273acfd0,73.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d107a357,39.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f62e4641,85.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b58b8d4d,14.837500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5b6a37df,107.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,31de192b,31.737499999999997
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c6da2eb4,33.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,fbd7f166,15.837499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a0f98790,40.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,93e96506,12.537500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,60c11daa,101.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1b612617,30.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8f54ac7a,28.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2b7be08b,10.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,92d5b3cd,6.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8cac0f34,28.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b4e849e7,54.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a9126442,39.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1dcbdaa4,17.637500000000003
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c9f2bf0d,14.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5bffcd7e,17.337500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c047b125,18.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,aef26dd2,35.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4127a560,7.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,0b2641de,7.737500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7c97e7a5,24.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b1f875c4,86.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,879ba528,87.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e9f33048,43.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3a308440,26.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3d48653b,18.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3431f6f9,26.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,37f909c7,29.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,12ed2e2d,33.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a9e7feac,28.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d6edb621,12.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8769b534,6.637499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3b3df1d8,63.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,bf3a9c7b,55.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,fb35981b,29.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,66aaaabd,19.337500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e98003df,105.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f3da280c,36.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,19616ced,45.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a877e5b5,35.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,64c2a1e6,8.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,054b6b9e,10.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,25844ac8,44.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9fd258a5,43.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #160,50.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c88d1bf4,5.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,87b921f9,43.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ad721d36,86.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4d8e11b8,30.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,18f5970c,11.037500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7e7ef666,77.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1f5e5c63,89.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7bfa33e2,60.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f5cd89f8,21.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1e21e75e,8.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d30e8fe2,7.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ce020e04,57.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9412cd09,23.837500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,cc36308c,19.637500000000003
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9d1c5af5,12.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,097c6805,68.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4e8ca3a7,10.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3ff97e73,55.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,496c5ed3,10.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,be89f470,130.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f5232c53,52.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,03591282,37.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d6a3e852,19.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,0efb740c,61.337500000000006
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ae87e3e9,74.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6cc697eb,74.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d8044aab,19.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b87aa871,148.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c0ca6787,104.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c0ffcb19,33.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,712694e4,20.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7800c0db,110.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,415c3dc5,53.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ad7164ec,10.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ec9c8309,34.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a24df9dc,39.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4c51b95c,40.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2b837e46,20.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1ae5de86,13.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,97d63372,10.837499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,50f8671b,11.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e0f22412,12.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,45e64dcc,5.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,bea71ffe,26.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,86967a31,31.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2e0a1187,18.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8075501a,21.137500000000003
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9c567ae0,88.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,dfd73010,19.337500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3bea77d7,8.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c5018cc8,30.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,84b19b9a,7.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1f8d74da,8.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,63c08582,31.737499999999997
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a6e5193e,45.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,bb573925,10.637500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ca121609,12.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e3d46ab7,37.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b9215b1b,107.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b2d4190e,79.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,40aaa587,13.537500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8ba90b13,17.837500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c8b2cafa,5.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,132cbf18,111.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8dbdef4f,6.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7f8137e5,18.337500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d529fa0b,104.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,974413c7,99.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5d584807,110.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,392c95bd,42.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9fc0f200,113.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6cd9db84,48.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,99e5f422,4.637499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,28c88aa7,31.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a92567e0,28.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1b02ea55,12.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f8e4101a,72.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6e58bc4f,104.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f409075d,72.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,0d4844b9,32.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e1d271ce,39.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,0fca0598,95.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,04f82432,62.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,105a1da9,7.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,72942387,5.3374999999999995
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1623ac85,25.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,812847d5,85.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,025a18c4,81.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4d441bca,136.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,36e3c82a,11.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4a767ce7,42.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,93fff92c,35.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,41acfc22,54.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c29ec9cf,42.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,acba3b9e,21.837500000000002
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4526a1af,60.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2aa33d9d,77.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e3c9d687,33.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f90a942f,15.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7fe1a60c,8.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4255ae87,44.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8356ccb2,35.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #288,41.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b6d65d38,43.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #290,19.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,28422390,28.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,fd5936f9,159.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b0455055,27.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,01036bf3,32.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1d40c29f,28.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #296,57.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #297,43.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,be717d80,120.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e2915746,126.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,baeb493b,15.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,38adc332,16.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,26d917ed,90.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8998b3a5,40.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3064e25f,11.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,dbd6b3ae,37.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7b232c96,9.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,cfc017d0,13.537500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d34a98a4,15.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #310,21.437500000000004
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #311,55.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #312,5.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #313,4.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #314,33.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #315,7.737500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #316,41.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #317,50.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #318,9.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #320,16.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,No name from Charater #321,77.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b935f0da,42.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,fb2725fb,45.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8247420c,57.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4be809ab,75.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4143add9,9.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,95b26db6,29.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c7dd5f23,88.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b1734d69,103.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d73dede8,39.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,249148fb,50.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9f6750bb,84.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8489b671,29.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,479c1ae0,98.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d062d475,60.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b4b3a975,35.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c3a6d101,93.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7e5edf1a,13.537500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2b39a856,53.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a2b316b6,58.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,54847484,44.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,1863670f,111.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,989ae3a2,73.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b71ca863,40.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9ecd4bae,63.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6cd840f7,56.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,91d8d172,60.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,40045d95,29.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8e0d14fa,17.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,186b504b,12.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6adc9d99,124.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,15ac0bb0,30.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,94bb45d4,58.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9fa53c7f,25.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,aee80055,16.237499999999997
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,daf76ff2,60.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ddf13167,29.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,a1e6257e,43.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,19caafd2,87.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ead3250c,7.637499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b7189195,122.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6b1380c2,84.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d695ee72,21.437500000000004
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,749db01d,8.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9ec9ac7e,86.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9566b3cd,72.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4455fc46,84.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d1c7a3d6,45.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,323bcab6,101.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f34f760f,81.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ecac1506,40.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,98ec5378,34.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c9031e55,104.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,6a1318ab,9.637500000000001
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,77479897,23.637500000000003
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,fcf7d5cd,59.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,f66dea7a,57.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,28c5c713,65.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b72e30d0,33.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d286737f,34.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,67925d7b,28.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b0dbb521,39.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,3c416476,34.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,542bb6bf,63.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c1701978,66.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5446c60b,124.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,32e6f69f,10.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,82c985ba,34.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,4e641874,33.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,d43147d6,18.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5c0491e2,49.9375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,b2e84fa8,76.5375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,c889d665,36.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,acb38a47,110.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,8bac42cf,95.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,53f682af,172.7375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,12e2fed4,24.037499999999998
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,789b4091,16.637500000000003
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,5a35cc82,94.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,af61318b,99.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,ac792c2d,13.337499999999999
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,84b9ebe8,66.4375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,9c89e242,28.8375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,e3e431ee,14.3375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,7e689209,38.0375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,35c058a6,15.1375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,70e4bfab,67.6375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,320f81a5,58.2375
crititcalrole/testing\(2x02)_AShowofScrutiny.txt,2e33c0ee,30.1375
